title	year	budget	length	rating	votes	r1	r2	r3	r4	r5	r6	r7	r8	r9	r10	mpaa	boxoffice	actor	actress	director	writer	Short	Drama	Comedy	Documentary	Adult	Action	Romance	Thriller	Animation	Family	Crime	Horror	Music	Adventure	Fantasy	Sci-Fi	Mystery	Biography	History	Sport	Musical	Western	War	Reality-TV	News	Talk-Show	Game-Show	Film-Noir	Lifestyle	Experimental	Erotica	Commercial
Map of the Sounds of Tokyo	2009	8000000	98	6.1	1611	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5		3074362	Tanaka,Min	YasuiHammen,Rika	Coixet,Isabel	Coixet,Isabel	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
March or Die	1977	9000000	107	6.3	2019	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5		1000000	Woods,Albert	Willmer,Catherine	Richards,Dick(I)	Richards,Dick(I)	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Marci X	2003	20000000	80	2.7	4409	34.5	14.5	14.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	R	5675541	Zandi,DavidK.	Wright,MaryCatherine	Benjamin,Richard(I)	Rudnick,Paul	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Margaret Cho: Assassin	2005	150000	90	5.8	405	14.5	4.5	4.5	4.5	4.5	14.5	14.5	14.5	4.5	14.5		196723	Daniels,Bruce(I)	Cho,Margaret	Mason,Konda(I)	Cho,Margaret	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Margin Call	2011	3500000	107	7.1	79590	4.5	4.5	4.5	4.5	4.5	14.5	34.5	24.5	4.5	4.5	R	19484997	Weisz,Steven	Williams,Ashley(I)	Chandor,J.C.	Chandor,J.C.	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Margot at the Wedding	2007	10000000	93	6.0	14008	4.5	4.5	4.5	4.5	14.5	24.5	14.5	14.5	4.5	4.5	R	17219710	Turturro,John	Nyweide,Sophie	Baumbach,Noah	Baumbach,Noah	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Maria Full of Grace	2004	3000000	101	7.5	28607	4.5	4.5	4.5	4.5	4.5	14.5	24.5	34.5	14.5	4.5	R	71209184	Vincent,Mark(I)	VergaraDeSolano,Ada	Marston,Joshua	Marston,Joshua	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Maria Rosa	1916	18575	50	7.0	6	0	14.5	0	0	14.5	0	14.5	14.5	0	34.5		102768	Reid,Wallace	King,Anita(I)	DeMille,CecilB.	Marburg,Guido	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Marie Antoinette	2006	40000000	123	7.6	108	4.5	4.5	4.5	4.5	4.5	4.5	14.5	14.5	24.5	24.5	PG-13	60862471	Wenger,Allan	VanBarthold,Chloé	Grubin,David(I)	Grubin,David(I)	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Marilyn Hotchkiss' Ballroom Dancing & Charm School	2005	2500000	103	6.7	2113	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	14.5	PG-13	1218398	Walls,Allen	Winfree,Rachel	Miller,Randall(I)	Savin,Jody	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Marilyn Hotchkiss' Ballroom Dancing and Charm School	1990	34000	34	6.9	98	4.5	0	4.5	4.5	14.5	14.5	24.5	14.5	14.5	14.5		660423	Woodman,The	Winfree,Rachel	Miller,Randall(I)	Miller,Randall(I)	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Marked for Death	1990	12000000	93	5.8	13182	4.5	4.5	4.5	4.5	14.5	24.5	14.5	4.5	4.5	4.5		11924540	Wright,Tom(I)	Weigel,Teri(I)	Little,DwightH.	Victor,Mark(I)	0	1	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Marley & Me	2008	60000000	115	7.1	101896	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	14.5	PG	244082376	Woodson	Varga,Lisa	Frankel,David(I)	Roos,Don	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Marmaduke	2010	50000000	87	4.1	10096	14.5	4.5	14.5	14.5	14.5	14.5	4.5	4.5	4.5	4.5	PG	452502470	Yu,Raugi	Tai,Mai(V)	Dey,Tom(I)	Rasmussen,Tim(I)	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Marnie	1964	3000000	130	7.2	29929	4.5	4.5	4.5	4.5	4.5	14.5	34.5	24.5	14.5	4.5		7000000	Taggart,Hal	Wyllie,Meg	Hitchcock,Alfred(I)	PressonAllen,Jay	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Marooned	1969	8000000	134	5.8	3156	4.5	4.5	4.5	14.5	14.5	24.5	14.5	4.5	4.5	4.5		4350000	VanLynn,Vincent	Rapelye,MaryLinda	Sturges,John	Simon,Mayo	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Marquise	1997	5000000	120	6.0	808	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5		71384	Wilson,Lambert	Skornik,Estelle	Belmont,Véra	Mordillat,Gérard	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Married Life	2007	12000000	91	6.3	7509	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5	PG-13	2843997	Wenham,David	Williams,Anna(II)	Sachs,Ira	Sachs,Ira	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Married to It	1991	14000000	112	5.9	697	4.5	4.5	4.5	14.5	14.5	24.5	14.5	14.5	4.5	4.5	R	1989059	Wiggins,Chris(I)	Young,Stephanie(I)	Hiller,Arthur	Kovalcik,Janet	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Married to the Mob	1988	10000000	92	6.1	11255	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5		21486757	Wilson,Trey(I)	Willoughby,Marlene	Demme,Jonathan	Strugatz,Barry	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mars Attacks!	1996	70000000	106	6.3	151888	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5	PG-13	101371017	Winfield,Paul(I)	Wildman,Valerie	Burton,Tim(I)	Wood,Wally(I)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mars Needs Moms	2011	150000000	88	5.4	15817	4.5	4.5	4.5	14.5	14.5	24.5	14.5	4.5	4.5	4.5	PG	250588875	Wolf,Matthew(I)	Wells,Teagan	Wells,Simon(I)	Wells,Wendy(II)	0	0	1	0	0	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Martian Child	2007	27000000	106	6.8	16398	4.5	4.5	4.5	4.5	4.5	14.5	24.5	14.5	4.5	14.5	PG	32899696	Wong,EdmondKato	Reid,Joanna(I)	Meyjes,Menno	Tolins,Jonathan	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Martin Lawrence Live: Runteldat	2002	3000000	113	5.4	1442	14.5	4.5	4.5	4.5	14.5	14.5	14.5	4.5	4.5	14.5	R	224852840	Lawrence,Martin(I)	Powell,Renato	Raynr,David	Lawrence,Martin(I)	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Marvin's Room	1996	23000000	98	6.7	17383	4.5	4.5	4.5	4.5	4.5	24.5	24.5	14.5	4.5	4.5	PG-13	84508825	Scardino,Hal	Verdon,Gwen	Zaks,Jerry	McPherson,Scott(I)	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mary Jane's Not a Virgin Anymore	1998	50000	98	6.0	107	14.5	4.5	4.5	4.5	14.5	14.5	14.5	4.5	14.5	14.5		30496	Williams,Dave(XXI)	Spoons,MarnySnyder	Jacobson,Sarah(I)	Jacobson,Sarah(I)	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mary Poppins	1964	6000000	139	7.8	89244	4.5	4.5	4.5	4.5	4.5	4.5	14.5	24.5	14.5	24.5		44000000	Wynn,Ed	Tyler,Ginny	Stevenson,Robert(I)	Walsh,Bill(I)	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Mary Reilly	1996	47000000	108	5.8	11052	4.5	4.5	4.5	4.5	14.5	24.5	14.5	4.5	4.5	4.5	R	12272308	Stevens,Robbi	Staff,Kathy	Frears,Stephen	Martin,Valerie(I)	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Massage Parlor Wife	1975	35000	81	6.5	30	0	14.5	4.5	4.5	4.5	4.5	24.5	24.5	14.5	4.5		1000000	Vincent,Hurst	Serena(I)	Spinello,BarryJ.	Spinello,BarryJ.	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Master and Commander: The Far Side of the World	2003	150000000	138	7.4	152992	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	14.5	PG-13	2516454569	Woodall,Edward		Weir,Peter(I)	Weir,Peter(I)	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Masters of the Universe	1987	22000000	106	5.3	24040	4.5	4.5	4.5	14.5	14.5	14.5	14.5	4.5	4.5	4.5		18029918	Towers,Robert(I)	Pickles,Christina	Goddard,Gary	Tolkin,Stephen	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mata Hari	1931	558000	89	6.7	2156	4.5	4.5	4.5	4.5	4.5	24.5	24.5	14.5	4.5	4.5		2227000	Visaroff,Michael	Padden,Sarah	Fitzmaurice,George	Glazer,Benjamin	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Match Point	2005	15000000	124	7.7	144735	4.5	4.5	4.5	4.5	4.5	4.5	24.5	34.5	14.5	14.5	R	180275810	Streatfield,Geoffrey	Wilton,Penelope	Allen,Woody	Allen,Woody	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Matewan	1987	4000000	135	7.9	5613	4.5	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	24.5		1680358	Wright,Tom(I)	Williams,Tara(I)	Sayles,John(I)	Sayles,John(I)	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Matilda	1996	36000000	102	6.8	75002	4.5	4.5	4.5	4.5	4.5	14.5	24.5	14.5	4.5	14.5	PG	532410166	Watson,Mark(II)	Wilson,Mara	DeVito,Danny	Swicord,Robin	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Maurice	1987	2600000	140	7.8	9544	4.5	4.5	4.5	4.5	4.5	4.5	14.5	24.5	14.5	24.5		3130592	Wilby,James(I)	Whitelaw,Billie	Ivory,James	Ivory,James	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Max Anderson, Private Eye	2013	2800	86	7.9	8	0	14.5	0	0	0	0	24.5	14.5	14.5	34.5		1855	Wetzel,Mike	Wilk,Sharon	DeSanto,Michael(II)	DeSanto,Michael(II)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Max Keeble's Big Move	2001	12000000	91	5.3	5205	4.5	4.5	4.5	14.5	14.5	14.5	14.5	4.5	4.5	14.5	PG	335338148	Weissman,Jeffrey	Wright,Chely	Hill,Tim(III)	Watts,DavidL.	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Max Payne	2008	35000000	103	5.4	99050	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5	4.5	PG-13	85416905	Yim,Dale	Tan,Heidi(I)	Moore,John(V)	Thorne,Beau(I)	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Maximum Overdrive	1986	10000000	97	5.4	20568	4.5	4.5	4.5	14.5	14.5	14.5	14.5	4.5	4.5	4.5		24096921	Tucker,Martin(I)	Smith,Yeardley	King,Stephen(I)	King,Stephen(I)	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Maximum Risk	1996	25000000	101	5.4	14238	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5	4.5	R	37200000	Ziskine,Mikhael	Slade,Gloria	Lam,Ringo	Ferguson,Larry(I)	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
May	2002	500000	93	6.7	23828	4.5	4.5	4.5	4.5	4.5	14.5	24.5	14.5	14.5	14.5	R	753778	Veague,John	Zehetner,Nora	McKee,Lucky	McKee,Lucky	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
McHale's Navy	1997	31190000	108	4.3	5208	14.5	4.5	14.5	14.5	14.5	14.5	4.5	4.5	4.5	4.5	PG	23198386	Stone,Danton	Mori,Mineko	Spicer,Bryan	Rose,Andy(I)	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
McLintock!	1963	2000000	127	7.3	7844	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	14.5		9920347	Worden,Hank	Wayne,Aissa	McLaglen,AndrewV.	Grant,JamesEdward	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Me and Orson Welles	2008	25000000	107	6.8	8224	4.5	4.5	4.5	4.5	4.5	14.5	34.5	14.5	4.5	4.5	PG-13	8526413	Young,John(XXXIII)	Sidaway,Marlene	Linklater,Richard	PalmoJr.,Vincent	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Me and You and Everyone We Know	2005	2000000	91	7.4	29279	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	14.5	R	42723167	Toledano,Ashi	Wright,Tracy(I)	July,Miranda	July,Miranda	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Me and the Gods	1997	1200000	85	3.4	52	45.5	4.5	0	0	4.5	0	4.5	0	4.5	14.5		800000	Vigoda,Abe	Swanson,Rochelle	David,Alki	Piette,Jason	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Me, Myself & Irene	2000	51000000	116	6.5	165739	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5	R	1947825856	Yowler,JayW.	Zellweger,Renée	Farrelly,Peter(I)	Farrelly,Peter(I)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mean Creek	2004	500000	90	7.3	24188	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	14.5	R	7674779	Williams,Branden	Schroeder,Carly	Estes,JacobAaron	Estes,JacobAaron	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mean Girls	2004	17000000	97	7.0	199324	4.5	4.5	4.5	4.5	4.5	14.5	24.5	14.5	4.5	14.5	PG-13	34600000	Willmott,Dan	Wright,Jessie(I)	Waters,Mark(VIII)	Wiseman,Rosalind	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mean Streets	1973	500000	112	7.4	59973	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	14.5		32645	Wilder,Robert(I)	Walden,Lois(I)	Scorsese,Martin(I)	Scorsese,Martin(I)	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medianeras	2011	11000000	95	7.5	8205	4.5	4.5	4.5	4.5	4.5	4.5	24.5	34.5	14.5	14.5		1734	Pauls,Alan	Peterson,Carla	Taretto,Gustavo	Taretto,Gustavo	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medicine Man	1992	40000000	106	5.9	16020	4.5	4.5	4.5	4.5	14.5	24.5	24.5	4.5	4.5	4.5		45500797	Wilker,José	DosSantos,EdineiMariaSerrio	McTiernan,John(I)	Schulman,Tom	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Medicine for Melancholy	2008	13000	88	6.8	1101	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	14.5		833905	Weinbach,Brent	Taplin,Emily(I)	Jenkins,Barry(III)	Jenkins,Barry(III)	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Meduzot	2007	1800000	78	7.0	1998	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	14.5		5112057	Sobol,Yali	Vaisman,Liron	Keret,Etgar	Geffen,Shira	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Meet Dave	2008	60000000	90	4.9	28414	4.5	4.5	4.5	14.5	14.5	14.5	14.5	4.5	4.5	4.5	PG	130291491	Zavaleta,James	Yanagisawa,Boni	Robbins,Brian(I)	Greenberg,Rob(I)	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Meet Joe Black	1998	90000000	178	7.1	149356	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	14.5	PG-13	794640440	Weber,Jake	Youell,Michelle	Brest,Martin	Wade,Kevin(I)	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Meet Me After the Show	1951	1825000	87	6.3	118	0	4.5	4.5	4.5	14.5	24.5	24.5	4.5	4.5	4.5		2606000	Walge,Arthur	Verdon,Gwen	Sale,Richard(I)	Sale,Richard(I)	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Meet Me in St. Louis	1944	1707561	113	7.7	13485	4.5	4.5	4.5	4.5	4.5	4.5	14.5	24.5	14.5	24.5		7566000	Wilson,Kenneth(I)	Tuttle,Dorothy	Minnelli,Vincente	Mason,SarahY.	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Meet Monica Velour	2010	5000000	98	5.9	1644	4.5	4.5	4.5	4.5	14.5	24.5	14.5	4.5	4.5	4.5	R	116900	Zikakis,Alexander	Uzelac,Joyce	Bearden,Keith(I)	Bearden,Keith(I)	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Meet the Applegates	1990	5000000	90	5.3	1617	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5	4.5		1691416	Weissman,Jeffrey	Wills,Sherrie(I)	Lehmann,Michael(I)	Simmons,Redbeard	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Meet the Deedles	1998	24000000	93	3.8	2108	14.5	14.5	14.5	14.5	14.5	4.5	4.5	4.5	4.5	14.5	PG	13764715	Walker,Paul(I)	Winston,Hattie	Boyum,Steve	Herzfeld,Jim(I)	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Meet the Fockers	2004	80000000	106	6.3	186965	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5	PG-13	516642939	Zimmerman,David(III)	Ubach,Alanna	Roach,Jay	Hyman,Marc	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Meet the Parents	2000	55000000	108	7.0	231424	4.5	4.5	4.5	4.5	4.5	14.5	34.5	24.5	4.5	4.5	PG-13	330444045	Wilson,Owen(I)	Rosenthal,Ina	Roach,Jay	Herzfeld,Jim(I)	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Meet the Spartans	2008	30000000	86	2.7	81778	44.5	14.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	PG-13	84646831	Yates,Kenny(II)	Young,CourtneyShay	Seltzer,Aaron(I)	Seltzer,Aaron(I)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Megaforce	1982	20000000	99	3.4	2290	24.5	14.5	14.5	4.5	4.5	4.5	4.5	4.5	4.5	14.5		18572809	Wilcox,Ralph(I)	Khambatta,Persis	Needham,Hal	Whittaker,James(I)	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Megamind	2010	130000000	95	7.4	51	4.5	4.5	0	4.5	4.5	4.5	14.5	14.5	4.5	24.5	PG	321885765	Theroux,Justin	Stiller,EllaOlivia	McGrath,Tom(IV)	Simons,Brent	0	0	1	0	0	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Megiddo: The Omega Code 2	2001	22000000	104	4.1	2177	24.5	4.5	4.5	14.5	4.5	4.5	4.5	4.5	4.5	14.5	PG-13	41644245	Yáñez,Eduardo	Young,Nancy(III)	Trenchard-Smith,Brian	Fasano,John	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Melancholia	2011	7400000	130	7.1	109624	4.5	4.5	4.5	4.5	4.5	14.5	14.5	24.5	14.5	14.5	R	32754356	Whitaker,Gary	Sahlstrøm,Katrine	vonTrier,Lars	vonTrier,Lars	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Memento	2000	9000000	113	8.5	706416	4.5	4.5	4.5	4.5	4.5	4.5	14.5	24.5	34.5	24.5	R	39723096	Visconti,Buzz	Muellerleile,Marianne	Nolan,Christopher(I)	Nolan,Jonathan(I)	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Memoirs of a Geisha	2005	85000000	145	7.3	109978	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	14.5	PG-13	157749686	Yune,Karl	Zhang,Ziyi	Marshall,Rob(I)	Swicord,Robin	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Memoirs of an Invisible Man	1992	40000000	99	5.9	15414	4.5	4.5	4.5	4.5	14.5	24.5	24.5	4.5	4.5	4.5		19806514	Wigan,Jonathan	Watkins,Tirralan	Carpenter,John(I)	Saint,H.F.	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Memphis Belle	1990	23000000	107	6.9	21284	4.5	4.5	4.5	4.5	4.5	14.5	34.5	24.5	4.5	4.5		27441977	Zane,Billy	Wilson,JodieBrooke	Caton-Jones,Michael	Merrick,Monte(I)	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Men in Black	1997	90000000	98	7.2	339073	4.5	4.5	4.5	4.5	4.5	14.5	34.5	24.5	4.5	4.5	PG-13	326600000	Willis,Michael(I)	Warwick,Dionne	Sonnenfeld,Barry	Solomon,Ed(I)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Men in Black 3	2012	225000000	106	6.9	224227	4.5	4.5	4.5	4.5	4.5	14.5	34.5	24.5	4.5	4.5	PG-13	624026776	Ziwak,Alex	Vaccari,Anne	Sonnenfeld,Barry	Cunningham,Lowell	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Men in Black II	2002	140000000	88	6.0	222224	4.5	4.5	4.5	4.5	14.5	24.5	24.5	4.5	4.5	4.5	PG-13	235200000	Zandi,DavidK.	Stewart,Martha(II)	Sonnenfeld,Barry	Gordon,Robert(VII)	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Men of Honor	2000	32000000	129	7.1	80902	4.5	4.5	4.5	4.5	4.5	14.5	34.5	24.5	14.5	4.5	R	737048541	Young,BradEverett	Theron,Charlize	TillmanJr.,George(I)	Smith,ScottMarshall	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Men with Brooms	2002	7500000	102	5.9	3497	4.5	4.5	4.5	4.5	14.5	14.5	14.5	14.5	4.5	4.5	R	4239767	Zemanek,Timm	Spratt,Susan	Gross,Paul(I)	Quarrington,Paul	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
